place_id,common_name,terminal_name,installed,removal_date,install_date,temporary,locked
BikePoints_452,"St. Katharine's Way, Tower",200049,true,,1326109140000,false,false
BikePoints_453,"Garnet Street, Shadwell",200045,true,,1326111060000,false,false
BikePoints_454,"Napier Avenue, Millwall",200046,true,,1326115380000,false,false
BikePoints_455,"East Ferry Road, Cubitt Town",200031,true,,1326117780000,false,false
BikePoints_456,"Parkway, Camden Town",200118,true,,1326197580000,false,false
BikePoints_457,"Castlehaven Road, Camden Town",200016,true,,1326203280000,false,false
BikePoints_458,"Wapping Lane, Wapping",200034,true,,1326294780000,false,false
BikePoints_459,"Gunmakers Lane, Old Ford",200014,true,,,false,false
BikePoints_460,"Burdett Road, Mile End",200123,true,,1326284820000,false,false
BikePoints_461,"Aston Street, Stepney",200013,true,,1326293640000,true,false
BikePoints_462,"Bonny Street, Camden Town",200105,true,,1326294600000,false,false
BikePoints_463,"Thurtle Road, Haggerston",200093,true,,,false,false
BikePoints_464,"St. Mary & St. Michael Church, Stepney",200082,true,,1326304980000,false,false
BikePoints_465,"Pitfield Street North,Hoxton",200152,true,,1333613280000,false,false
BikePoints_466,"Whiston Road, Haggerston",200158,true,,1326360000000,false,false
BikePoints_467,"Southern Grove, Bow",200168,true,,1326374040000,false,false
BikePoints_468,"Cantrell Road, Bow",200150,true,,1326375720000,false,false
